Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,rent_max,rent_min,Sqft_max,Sqft_min,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
3668 Jasmine Avenue #1,Los Angeles,CA,90034,"$3,950",,5,Multi-Family,"1,400",(310) 612-3565,3,3,2.0,2.0,27.0,,296.0,,47.0,,1.0,4.0,1.0,7.0,1.0,6.0,89.0,7.0,0.0,2.0,185.0,18.0,31.0,37.0,221.0,49.0,118.0,100.0,34.024405,-118.40393600000002,9,50989,3.14,12.1,39.5,2.34,63,4.0,5100.0,0.34,0.059000000000000004,0.19,0.13,74.0,42,54,30,6,7,6,10,https://www.trulia.com/c/ca/los-angeles/3668-jasmine-ave-1-los-angeles-ca-90034--2171873330,,3950.0,,1400.0,6.0,37.0,269906.0,1003.0,60372699061003.0,Block 1003,G5040,U,51445.0,U,S,24356.0,0.0,34.025157899999996,-118.40399540000001
2711 West 74th Street,Los Angeles,CA,90043,"$2,550",,20,Single-Family Home,"1,562",(323) 273-5925,3,3,2.0,2.0,85.0,,177.0,,,,1.0,3.0,0.0,0.0,1.0,3.0,92.0,6.0,0.0,0.0,49.0,5.0,5.0,8.0,61.0,3.0,69.0,8.0,33.972778000000005,-118.32361200000001,9,34873,3.14,12.5,37.8,1.33,54,4.4,1300.0,0.72,0.07400000000000001,1.2,0.2,0.0,73,98,48,7,23,6,14,https://www.trulia.com/c/ca/los-angeles/2711-w-74th-st-los-angeles-ca-90043--2115599296,,2550.0,,1562.0,6.0,37.0,235201.0,2003.0,60372352012003.0,Block 2003,G5040,U,51445.0,U,S,20228.0,0.0,33.9732133,-118.32319129999999
1833 Carmona Avenue,Los Angeles,CA,90019,"$3,000",,18,Single-Family Home,"1,800",(424) 292-2311,3,3,2.0,2.0,219.0,,1229.0,,293.0,,1.0,5.0,1.0,2.0,1.0,6.0,83.0,15.0,0.0,0.0,112.0,18.0,18.0,30.0,300.0,38.0,109.0,52.0,34.041775,-118.360676,9,46299,3.14,12.3,39.2,1.79,60,3.5,4800.0,0.74,0.08,0.18,0.11,200.0,64,84,45,10,23,7,10,https://www.trulia.com/c/ca/los-angeles/1833-carmona-ave-los-angeles-ca-90019--1055909175,,3000.0,,1800.0,6.0,37.0,218300.0,5002.0,60372183005002.0,Block 5002,G5040,U,51445.0,U,S,25417.0,0.0,34.0424615,-118.3608999
922 South Shenandoah Street,Los Angeles,CA,90035,"$3,850",,22,Multi-Family,"1,600",(310) 877-2820,3,3,2.0,2.0,5.0,,61.0,,34.0,,1.0,4.0,1.0,5.0,1.0,6.0,93.0,2.0,0.0,2.0,337.0,16.0,47.0,72.0,714.0,109.0,696.0,168.0,34.060103000000005,-118.38138000000001,9,47505,3.14,12.2,39.9,1.48,64,3.6,2900.0,0.59,0.076,0.14,0.08900000000000001,27.0,26,29,24,9,5,6,14,https://www.trulia.com/c/ca/los-angeles/922-s-shenandoah-st-los-angeles-ca-90035--2115574332,,3850.0,,1600.0,6.0,37.0,216402.0,2004.0,60372164022004.0,Block 2004,G5040,U,51445.0,U,S,16693.0,0.0,34.060151,-118.38189560000001
7228 Dalton Avenue,Los Angeles,CA,90047,"$2,595",,22,Single-Family Home,"1,391",(855) 721-7368,3,3,2.0,2.0,104.0,,312.0,,82.0,,0.0,0.0,0.0,0.0,0.0,0.0,91.0,8.0,0.0,0.0,66.0,12.0,10.0,7.0,84.0,2.0,67.0,9.0,33.973667999999996,-118.303499,9,45326,3.14,12.6,37.5,1.47,53,3.5,1200.0,0.76,0.086,1.0,0.17,0.0,77,99,55,10,32,7,11,https://www.trulia.com/c/ca/los-angeles/7228-dalton-ave-los-angeles-ca-90047--1059309405,,2595.0,,1391.0,6.0,37.0,237800.0,4002.0,60372378004002.0,Block 4002,G5040,U,51445.0,U,S,19868.0,0.0,33.973669,-118.30297150000001
1172 South Crescent Heights Boulevard,Los Angeles,CA,90035,"$4,100",,25,Single-Family Home,,(310) 780-4001,3,3,2.0,2.0,218.0,,1215.0,,292.0,,1.0,4.0,1.0,5.0,1.0,6.0,93.0,2.0,0.0,2.0,221.0,14.0,25.0,62.0,444.0,89.0,488.0,137.0,34.054918,-118.370956,9,41650,3.14,12.2,39.7,1.51,63,3.5,2600.0,0.68,0.08,0.14,0.09300000000000001,64.0,35,42,27,8,7,6,14,https://www.trulia.com/c/ca/los-angeles/1172-s-crescent-heights-blvd-los-angeles-ca-90035--1054648918,,4100.0,,,6.0,37.0,216800.0,2005.0,60372168002005.0,Block 2005,G5040,U,51445.0,U,S,23561.0,0.0,34.0552943,-118.3702376
8905 South Hoover Street,Los Angeles,CA,90044,"$2,495",1926.0,25,Multi-Family,"2,000",(310) 864-2129,3,3,2.0,2.0,247.0,,747.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,84.0,14.0,0.0,0.0,53.0,19.0,6.0,3.0,71.0,2.0,41.0,4.0,33.956334000000005,-118.28700500000001,9,60899,3.14,12.6,37.3,2.06,55,4.1,4900.0,0.62,0.1,0.4,0.18,0.049,84,99,70,16,40,10,8,https://www.trulia.com/c/ca/los-angeles/8905-s-hoover-st-los-angeles-ca-90044--2115616879,,2495.0,,2000.0,6.0,37.0,240300.0,1008.0,60372403001008.0,Block 1008,G5040,U,51445.0,U,S,35187.0,0.0,33.95651229999999,-118.28755159999999
4280 Denker Avenue,Los Angeles,CA,90062,"$2,600",,30,Single-Family Home,"1,374",(855) 721-7368,3,3,2.0,2.0,100.0,,254.0,,,,1.0,3.0,0.0,0.0,1.0,4.0,82.0,18.0,0.0,0.0,72.0,12.0,2.0,3.0,60.0,1.0,44.0,8.0,34.005177,-118.304528,9,59734,3.14,12.6,37.9,1.32,52,3.0,1200.0,0.8,0.083,0.67,0.16,0.0,83,99,66,18,43,8,9,https://www.trulia.com/c/ca/los-angeles/4280-denker-ave-los-angeles-ca-90062--1058080319,,2600.0,,1374.0,6.0,37.0,231600.0,3008.0,60372316003008.0,Block 3008,G5040,U,51445.0,U,S,26784.0,0.0,34.0048891,-118.30399440000001
1011 North Fickett Street,Los Angeles,CA,90033,"$2,500",,26,Single-Family Home,,(323) 828-9800,3,3,2.0,2.0,112.0,,654.0,,94.0,,0.0,0.0,0.0,0.0,2.0,4.0,73.0,17.0,0.0,7.0,161.0,38.0,13.0,19.0,102.0,11.0,42.0,18.0,34.052526,-118.20158,9,51798,3.14,12.4,38.1,2.58,63,3.6,3300.0,0.69,0.14,5.3,0.97,0.63,83,98,67,28,55,8,9,https://www.trulia.com/c/ca/los-angeles/1011-n-fickett-st-los-angeles-ca-90033--1005850425,,2500.0,,,6.0,37.0,203200.0,1011.0,60372032001011.0,Block 1011,G5040,U,51445.0,U,S,26435.0,0.0,34.0529485,-118.2021632
3234 East 2nd Street,Los Angeles,CA,90063,"$2,988",,30,Single-Family Home,,(626) 678-6688,3,3,2.0,2.0,112.0,,654.0,,94.0,,0.0,0.0,1.0,4.0,2.0,4.0,77.0,17.0,0.0,4.0,186.0,48.0,12.0,17.0,129.0,16.0,81.0,14.0,34.036771,-118.19866499999999,9,64051,3.14,12.5,37.9,2.46,62,3.6,3100.0,0.75,0.16,7.9,1.5,0.56,83,98,67,29,57,8,9,https://www.trulia.com/c/ca/los-angeles/3234-e-2nd-st-los-angeles-ca-90063--2115677314,,2988.0,,,6.0,37.0,204110.0,3002.0,60372041103002.0,Block 3002,G5040,U,51445.0,U,S,21807.0,0.0,34.0364445,-118.1989315
424 North Rampart Boulevard,Los Angeles,CA,90026,"$3,195",,33,Multi-Family,"1,065",(323) 633-0276,3,3,2.0,2.0,228.0,,900.0,,,,0.0,0.0,1.0,5.0,1.0,5.0,79.0,18.0,0.0,2.0,241.0,35.0,58.0,60.0,293.0,60.0,171.0,65.0,34.074408,-118.27363700000001,9,83173,3.14,12.4,39.0,2.15,66,3.5,4200.0,0.54,0.21,1.1,0.23,0.063,71,86,56,28,30,5,10,https://www.trulia.com/c/ca/los-angeles/424-n-rampart-blvd-los-angeles-ca-90026--2115549153,,3195.0,,1065.0,6.0,37.0,195802.0,2006.0,60371958022006.0,Block 2006,G5040,U,51445.0,U,S,12759.0,0.0,34.0738971,-118.2732008
2427 Bagley Avenue,Los Angeles,CA,90034,"$8,495",1948.0,31,Single-Family Home,"1,958",(323) 658-7990,3,3,2.0,2.0,2.0,,18.0,,17.0,,1.0,8.0,1.0,7.0,1.0,6.0,89.0,7.0,0.0,2.0,130.0,20.0,18.0,26.0,271.0,32.0,59.0,83.0,34.039645,-118.39243300000001,9,34713,3.14,12.2,39.6,2.08,62,3.8,4900.0,0.57,0.067,0.17,0.11,79.0,39,49,29,6,13,6,13,https://www.trulia.com/c/ca/los-angeles/2427-bagley-ave-los-angeles-ca-90034--2077327984,,8495.0,,1958.0,6.0,37.0,269500.0,3010.0,60372695003010.0,Block 3010,G5040,U,51445.0,U,S,101295.0,0.0,34.0411709,-118.39389840000001
2752 Guirado Street,Los Angeles,CA,90023,"$2,400",,38,Multi-Family,"1,100",(562) 275-5875,3,3,2.0,2.0,112.0,,654.0,,94.0,,1.0,4.0,1.0,6.0,2.0,4.0,73.0,21.0,0.0,4.0,206.0,40.0,17.0,19.0,187.0,14.0,65.0,16.0,34.033846000000004,-118.209976,9,52778,3.14,12.5,37.8,2.91,66,4.1,5700.0,0.72,0.16,9.8,2.2,1.1,83,98,69,30,57,8,9,https://www.trulia.com/c/ca/los-angeles/2752-guirado-st-los-angeles-ca-90023--2077248269,,2400.0,,1100.0,6.0,37.0,204700.0,1014.0,60372047001014.0,Block 1014,G5040,U,51445.0,U,S,14033.0,0.0,34.033483399999994,-118.21002390000001
131 E Avenue 43 #43,Los Angeles,CA,90031,"$2,649",,41,Multi-Family,"1,000",(310) 600-1428,3,3,2.0,2.0,7.0,,43.0,,6.0,,1.0,6.0,1.0,4.0,3.0,5.0,80.0,16.0,0.0,3.0,43.0,14.0,5.0,7.0,42.0,7.0,29.0,22.0,34.094059,-118.20756899999999,9,26962,3.14,12.1,39.4,1.9,56,2.8,2300.0,0.69,0.22,1.1,0.24,0.39,71,86,56,19,38,6,11,https://www.trulia.com/c/ca/los-angeles/131-e-avenue-43-43-los-angeles-ca-90031--2337719210,,2649.0,,1000.0,6.0,37.0,199400.0,1006.0,60371994001006.0,Block 1006,G5040,U,51445.0,U,S,17705.0,0.0,34.0945245,-118.20742609999999
2251 Merton Avenue #2,Los Angeles,CA,90041,"$2,775",,38,Multi-Family,"1,200",(323) 254-5786,3,3,2.0,2.0,39.0,,371.0,,59.0,,1.0,7.0,1.0,7.0,1.0,7.0,91.0,6.0,0.0,1.0,103.0,10.0,12.0,14.0,107.0,8.0,86.0,47.0,34.138063,-118.216049,9,26845,3.14,11.6,41.0,1.48,51,2.4,2800.0,0.67,0.24,0.88,0.22,0.044000000000000004,48,67,28,11,13,6,15,https://www.trulia.com/c/ca/los-angeles/2251-merton-ave-2-los-angeles-ca-90041--2352714689,,2775.0,,1200.0,6.0,37.0,181400.0,3011.0,60371814003011.0,Block 3011,G5040,U,51445.0,U,S,62963.0,0.0,34.138869299999996,-118.21648359999999
3523 Venice Boulevard,Los Angeles,CA,90019,"$2,950",,43,Multi-Family,,(310) 438-5695,3,3,2.0,2.0,218.0,,1215.0,,292.0,,0.0,0.0,0.0,0.0,1.0,4.0,83.0,15.0,0.0,0.0,198.0,28.0,19.0,25.0,219.0,27.0,140.0,41.0,34.043631,-118.32274199999999,9,60037,3.14,12.4,38.8,1.73,59,3.1,3000.0,0.68,0.1,0.18,0.12,17.0,76,93,59,24,32,6,11,https://www.trulia.com/c/ca/los-angeles/3523-venice-blvd-los-angeles-ca-90019--2077232948,,2950.0,,,6.0,37.0,218120.0,1005.0,60372181201005.0,Block 1005,G5040,U,51445.0,U,S,22898.0,0.0,34.0444944,-118.3230642
1823 North Fuller Avenue #6,Los Angeles,CA,90046,"$6,500",,42,Multi-Family,"1,960",(818) 388-9288,3,3,2.0,2.0,77.0,,565.0,,100.0,,1.0,8.0,1.0,3.0,1.0,7.0,88.0,6.0,0.0,4.0,243.0,24.0,147.0,49.0,433.0,143.0,345.0,141.0,34.104105,-118.34898600000001,9,40444,3.14,12.1,40.6,2.03,63,3.4,2900.0,0.44,0.12,0.8,0.11,0.006999999999999999,34,31,36,13,6,2,12,https://www.trulia.com/c/ca/los-angeles/1823-n-fuller-ave-6-los-angeles-ca-90046--2115627830,,6500.0,,1960.0,6.0,37.0,194101.0,1002.0,60371941011002.0,Block 1002,G5040,U,51445.0,U,S,709938.0,0.0,34.110740299999996,-118.348996
2540 Laurel Pass,Los Angeles,CA,90046,"$8,000",1959.0,42,Single-Family Home,"2,072",(310) 777-7800,3,3,2.0,2.0,77.0,,565.0,,100.0,,1.0,10.0,1.0,3.0,2.0,6.0,88.0,6.0,0.0,4.0,4.0,2.0,3.0,3.0,13.0,5.0,5.0,8.0,34.116811,-118.38185,9,7777,3.14,11.9,41.3,1.28,50,2.6,220.0,0.5,0.12,0.37,0.084,0.95,16,17,15,1,3,6,15,https://www.trulia.com/c/ca/los-angeles/2540-laurel-pass-los-angeles-ca-90046--2077400264,,8000.0,,2072.0,6.0,37.0,261101.0,1000.0,60372611011000.0,Block 1000,G5040,U,51445.0,U,S,607903.0,0.0,34.1186051,-118.37837649999999
4313 Russell Avenue #3,Los Angeles,CA,90027,"$2,995",,40,Multi-Family,"1,300",(213) 454-6422,3,3,2.0,2.0,7.0,,165.0,,60.0,,1.0,8.0,1.0,7.0,1.0,7.0,85.0,9.0,1.0,5.0,201.0,16.0,64.0,38.0,284.0,67.0,141.0,76.0,34.104547,-118.28356200000002,9,43666,3.14,12.2,40.0,1.57,57,2.8,1900.0,0.61,0.34,1.6,0.34,0.95,39,45,32,13,12,5,15,https://www.trulia.com/c/ca/los-angeles/4313-russell-ave-3-los-angeles-ca-90027--2173929582,,2995.0,,1300.0,6.0,37.0,195202.0,3002.0,60371952023002.0,Block 3002,G5040,U,51445.0,U,S,20281.0,0.0,34.104974299999995,-118.28413870000001
7607 Arizona Avenue,Los Angeles,CA,90045,"$4,200",,39,Single-Family Home,"1,295",(626) 757-9778,3,3,2.0,2.0,33.0,1.0,328.0,,,,1.0,9.0,1.0,5.0,1.0,5.0,95.0,1.0,0.0,0.0,100.0,5.0,7.0,20.0,182.0,13.0,86.0,54.0,33.972245,-118.39611599999999,9,21012,3.14,12.1,38.6,1.54,56,6.4,2100.0,0.6,0.062,0.7,0.47,22.0,29,44,15,3,3,5,18,https://www.trulia.com/c/ca/los-angeles/7607-arizona-ave-los-angeles-ca-90045--1002842953,,4200.0,,1295.0,6.0,37.0,277000.0,4000.0,60372770004000.0,Block 4000,G5040,U,51445.0,U,S,70139.0,0.0,33.974547799999996,-118.39660359999999
1920 Overland Avenue #301,Los Angeles,CA,90025,"$2,900",,47,Multi-Family,"1,101",(310) 494-2717,3,3,2.0,2.0,37.0,2.0,576.0,,,,1.0,8.0,2.0,3.0,1.0,6.0,86.0,7.0,2.0,2.0,354.0,11.0,49.0,60.0,535.0,75.0,272.0,139.0,34.049719,-118.43133700000001,9,42211,3.14,11.9,40.2,1.76,63,3.7,3200.0,0.35,0.059000000000000004,0.32,0.086,0.0,27,32,22,8,4,4,17,https://www.trulia.com/c/ca/los-angeles/1920-overland-ave-301-los-angeles-ca-90025--2345942998,,2900.0,,1101.0,6.0,37.0,267100.0,1011.0,60372671001011.0,Block 1011,G5040,U,51445.0,U,S,20549.0,0.0,34.0498265,-118.4307845
12234 Montana Avenue #301,Los Angeles,CA,90049,"$7,500",,58,Multi-Family,"2,080",(310) 432-6400,3,3,2.0,2.0,37.0,2.0,576.0,,,,1.0,2.0,1.0,8.0,1.0,6.0,94.0,2.0,0.0,3.0,160.0,12.0,26.0,34.0,254.0,31.0,218.0,156.0,34.048843,-118.47461200000001,9,38168,3.14,11.6,40.6,1.53,59,3.1,1800.0,0.27,0.052000000000000005,1.5,0.076,0.0,24,28,20,5,3,5,15,https://www.trulia.com/c/ca/los-angeles/12234-montana-ave-301-los-angeles-ca-90049--2171964026,,7500.0,,2080.0,6.0,37.0,264302.0,3014.0,60372643023014.0,Block 3014,G5040,U,51445.0,U,S,11157.0,0.0,34.0484709,-118.4745416
6413 Repton Street,Los Angeles,CA,90042,"$3,900",,58,Single-Family Home,"1,800",Phone not provided,3,3,2.0,2.0,16.0,,169.0,,,,1.0,5.0,2.0,6.0,1.0,7.0,89.0,9.0,0.0,1.0,68.0,14.0,12.0,13.0,98.0,6.0,53.0,30.0,34.118675,-118.17820400000001,9,32657,3.14,11.8,40.2,1.49,53,2.5,1500.0,0.61,0.19,0.69,0.15,0.0027,59,80,37,12,24,7,11,https://www.trulia.com/c/ca/los-angeles/6413-repton-st-los-angeles-ca-90042--2077377043,,3900.0,,1800.0,6.0,37.0,183103.0,1002.0,60371831031002.0,Block 1002,G5040,U,51445.0,U,S,14783.0,0.0,34.1191182,-118.1779604
11260 Mississippi Avenue #405,Los Angeles,CA,90025,"$5,695",,52,Multi-Family,"1,770",(424) 385-2684,3,3,2.0,2.0,37.0,2.0,576.0,,,,1.0,7.0,1.0,2.0,1.0,6.0,86.0,7.0,2.0,2.0,290.0,15.0,38.0,46.0,400.0,72.0,274.0,193.0,34.039959,-118.44178600000001,9,40194,3.14,11.8,40.2,2.08,64,3.8,6600.0,0.3,0.054000000000000006,0.55,0.08900000000000001,0.0,39,49,30,8,8,4,12,https://www.trulia.com/c/ca/los-angeles/11260-mississippi-ave-405-los-angeles-ca-90025--2349241818,,5695.0,,1770.0,6.0,37.0,267700.0,2002.0,60372677002002.0,Block 2002,G5040,U,51445.0,U,S,21094.0,0.0,34.0405589,-118.4425837
9306 South Central Avenue,Los Angeles,CA,90002,"$2,150",,55,Multi-Family,,(310) 873-3376,3,3,2.0,2.0,63.0,,247.0,,,,1.0,4.0,0.0,0.0,1.0,3.0,89.0,9.0,0.0,0.0,61.0,17.0,4.0,5.0,49.0,1.0,22.0,5.0,33.951634000000006,-118.25523799999999,9,54335,3.14,12.6,37.0,1.71,54,3.6,1200.0,0.68,0.14,0.58,0.29,0.14,84,99,68,19,48,9,7,https://www.trulia.com/c/ca/los-angeles/9306-s-central-ave-los-angeles-ca-90002--1001600412,,2150.0,,,6.0,37.0,240700.0,1003.0,60372407001003.0,Block 1003,G5040,U,51445.0,U,S,7862.0,0.0,33.9512453,-118.25464380000001
3319 Roseview Avenue,Los Angeles,CA,90065,"$2,700",,61,Single-Family Home,"1,300",(323) 679-5459,3,3,2.0,2.0,18.0,,103.0,,14.0,,0.0,0.0,1.0,4.0,1.0,6.0,85.0,11.0,0.0,1.0,45.0,10.0,9.0,7.0,62.0,7.0,23.0,29.0,34.095065000000005,-118.226497,9,24464,3.14,12.1,39.4,2.05,57,3.0,2900.0,0.69,0.32,1.2,0.38,3.3,68,87,49,18,37,6,12,https://www.trulia.com/c/ca/los-angeles/3319-roseview-ave-los-angeles-ca-90065--2122869360,,2700.0,,1300.0,6.0,37.0,185310.0,1001.0,60371853101001.0,Block 1001,G5040,U,51445.0,U,S,33240.0,0.0,34.0957961,-118.22605630000001
734 South Manhattan Place #736,Los Angeles,CA,90005,"$2,600",,62,Multi-Family,,(213) 925-3632,3,3,2.0,2.0,168.0,,1140.0,,189.0,,1.0,4.0,1.0,7.0,1.0,4.0,67.0,26.0,0.0,5.0,668.0,55.0,111.0,127.0,617.0,64.0,474.0,90.0,34.058582,-118.31013899999999,9,101906,3.14,12.4,39.0,1.71,67,3.4,1400.0,0.49,0.13,0.2,0.14,0.65,74,91,56,38,26,6,10,https://www.trulia.com/c/ca/los-angeles/734-s-manhattan-pl-736-los-angeles-ca-90005--2348986676,,2600.0,,,6.0,37.0,212610.0,2000.0,60372126102000.0,Block 2000,G5040,U,51445.0,U,S,17932.0,0.0,34.058854700000005,-118.3096111
8333 West 1st Street,Los Angeles,CA,90048,"$3,950",,75,Multi-Family,"1,700",(310) 467-4373,3,3,2.0,2.0,8.0,,187.0,,32.0,,1.0,7.0,1.0,7.0,1.0,6.0,89.0,4.0,0.0,5.0,415.0,16.0,118.0,109.0,1309.0,155.0,832.0,238.0,34.074467,-118.371219,9,40027,3.14,12.2,40.1,1.49,65,3.6,2700.0,0.56,0.087,0.18,0.08800000000000001,7.4,24,27,22,7,3,5,14,https://www.trulia.com/c/ca/los-angeles/8333-w-1st-st-los-angeles-ca-90048--2115647666,,3950.0,,1700.0,6.0,37.0,214800.0,1001.0,60372148001001.0,Block 1001,G5040,U,51445.0,U,S,17607.0,0.0,34.0752459,-118.3715887
907 South Shenandoah Street #101,Los Angeles,CA,90035,"$4,600",2016.0,86,Multi-Family,"1,496",(310) 247-1500,3,3,2.0,2.0,5.0,,61.0,,34.0,,1.0,4.0,1.0,5.0,1.0,6.0,93.0,2.0,0.0,2.0,351.0,16.0,52.0,76.0,849.0,109.0,717.0,167.0,34.060635999999995,-118.38143400000001,9,47921,3.14,12.2,39.9,1.49,64,3.6,2900.0,0.59,0.076,0.14,0.08800000000000001,26.0,26,28,23,9,5,6,15,https://www.trulia.com/c/ca/los-angeles/907-s-shenandoah-st-101-los-angeles-ca-90035--2194530161,,4600.0,,1496.0,6.0,37.0,216402.0,2004.0,60372164022004.0,Block 2004,G5040,U,51445.0,U,S,16693.0,0.0,34.060151,-118.38189560000001
856 South Wilton Place #1,Los Angeles,CA,90005,"$4,400",,77,,"1,550",Phone not provided,3,3,2.0,2.0,168.0,,1140.0,,189.0,,1.0,4.0,1.0,7.0,1.0,4.0,67.0,26.0,0.0,5.0,559.0,44.0,95.0,107.0,507.0,58.0,373.0,78.0,34.056359,-118.31421999999999,9,86417,3.14,12.4,39.0,1.67,65,3.3,1400.0,0.5,0.12,0.19,0.13,2.7,73,91,56,37,26,6,10,https://www.trulia.com/c/ca/los-angeles/856-s-wilton-pl-1-los-angeles-ca-90005--2345108571,,4400.0,,1550.0,6.0,37.0,212620.0,1002.0,60372126201002.0,Block 1002,G5040,U,51445.0,U,S,23409.0,0.0,34.0569481,-118.31373130000001
1538 South Durango Avenue,Los Angeles,CA,90035,"$4,550",1931.0,95,Multi-Family,"2,050",(310) 210-5154,3,3,2.0,2.0,2.0,,18.0,,17.0,,1.0,9.0,1.0,2.0,1.0,6.0,93.0,2.0,0.0,2.0,184.0,18.0,10.0,41.0,405.0,50.0,438.0,113.0,34.0518,-118.388469,9,44914,3.14,12.2,39.7,1.52,61,3.5,2100.0,0.61,0.07200000000000001,0.15,0.095,39.0,30,34,26,9,8,6,14,https://www.trulia.com/c/ca/los-angeles/1538-s-durango-ave-los-angeles-ca-90035--1055432820,,4550.0,,2050.0,6.0,37.0,217001.0,1002.0,60372170011002.0,Block 1002,G5040,U,51445.0,U,S,16873.0,0.0,34.0516334,-118.38798670000001
1063 South Genesee Avenue,Los Angeles,CA,90019,"$4,000",1933.0,101,Multi-Family,"2,300",(323) 762-2570,3,3,2.0,2.0,216.0,,1213.0,,291.0,,1.0,4.0,1.0,5.0,1.0,6.0,83.0,15.0,0.0,0.0,206.0,13.0,41.0,66.0,389.0,118.0,385.0,109.0,34.055787,-118.36138000000001,9,44600,3.14,12.3,39.6,1.51,64,3.6,2600.0,0.71,0.086,0.15,0.095,110.0,41,54,27,9,8,6,12,https://www.trulia.com/c/ca/los-angeles/1063-s-genesee-ave-los-angeles-ca-90019--2115514525,,4000.0,,2300.0,6.0,37.0,216900.0,3002.0,60372169003002.0,Block 3002,G5040,U,51445.0,U,S,24672.0,0.0,34.0559793,-118.36187290000001
1913 Benecia Avenue,Los Angeles,CA,90025,"$5,500",1927.0,4,Single-Family Home,"1,392",(818) 985-7100,3,3,2.0,2.0,5.0,,64.0,,7.0,,1.0,8.0,2.0,3.0,1.0,6.0,86.0,7.0,2.0,2.0,209.0,8.0,40.0,38.0,413.0,52.0,299.0,97.0,34.05509,-118.422183,9,34109,3.14,11.9,40.2,1.64,61,3.5,1900.0,0.39,0.061,0.25,0.085,0.045,23,28,19,9,4,5,23,https://www.trulia.com/c/ca/los-angeles/1913-benecia-ave-los-angeles-ca-90025--2077270440,,5500.0,,1392.0,6.0,37.0,267100.0,3007.0,60372671003007.0,Block 3007,G5040,U,51445.0,U,S,30337.0,0.0,34.054031,-118.4223341
1035 Figueroa Terrace #5,Los Angeles,CA,90012,"$5,300",2018.0,4,,"1,790",(213) 814-8144,3,3,2.0,2.0,24.0,2.0,208.0,,,,1.0,6.0,1.0,4.0,1.0,5.0,73.0,13.0,0.0,9.0,230.0,29.0,60.0,44.0,319.0,110.0,85.0,65.0,34.068996000000006,-118.24593300000001,9,34743,3.14,12.4,38.6,2.76,67,3.7,8300.0,0.44,0.2,2.1,0.31,0.93,70,84,56,27,33,4,13,https://www.trulia.com/c/ca/los-angeles/1035-figueroa-ter-5-los-angeles-ca-90012--2346608343,,5300.0,,1790.0,6.0,37.0,197700.0,1008.0,60371977001008.0,Block 1008,G5040,U,51445.0,U,S,25137.0,0.0,34.070432700000005,-118.2463088
208 West 126th Street,Los Angeles,CA,90061,"$2,400",1939.0,3,Single-Family Home,"1,495",(323) 290-5305,3,3,2.0,2.0,26.0,,138.0,,24.0,,1.0,5.0,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,36.0,10.0,7.0,5.0,65.0,6.0,15.0,12.0,33.918836999999996,-118.276344,9,29717,3.14,12.4,37.0,2.44,53,3.3,6300.0,0.6,0.12,0.55,0.2,0.08800000000000001,79,99,60,12,36,9,8,https://www.trulia.com/c/ca/los-angeles/208-w-126th-st-los-angeles-ca-90061--1056228343,,2400.0,,1495.0,6.0,37.0,540901.0,3013.0,60375409013013.0,Block 3013,G5040,U,51445.0,U,S,19111.0,0.0,33.918564200000006,-118.27606850000001
1241 East 73rd Street,Los Angeles,CA,90001,"$1,675",,4,Single-Family Home,,(323) 919-3491,3,3,2.0,2.0,63.0,,242.0,,,,1.0,4.0,1.0,3.0,0.0,0.0,80.0,15.0,0.0,1.0,131.0,32.0,16.0,8.0,140.0,1.0,48.0,7.0,33.973974,-118.25332900000001,9,55058,3.14,12.7,37.1,1.69,56,3.5,1400.0,0.65,0.14,2.8,0.82,0.0049,85,99,71,27,59,9,7,https://www.trulia.com/c/ca/los-angeles/1241-e-73rd-st-los-angeles-ca-90001--2175099392,,1675.0,,,6.0,37.0,535001.0,1000.0,60375350011000.0,Block 1000,G5040,U,51445.0,U,S,39524.0,0.0,33.9743392,-118.25418300000001
