Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,Short_form_ID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
160 Wills Lane,Alpharetta,GA,30009.0,"$1,800 ",,15.0,Single-Family Home,"1,790",,3.0,3.0,2.0,2.0,8.0,11.0,24.0,,,,1.0,7.0,1.0,8.0,1.0,8.0,99.0,0.0,0.0,0.0,28.0,1.0,2.0,3.0,47.0,5.0,38.0,21.0,34.06963,-84.314601,4,6116,3.14,9.8,36.3,1.05,50,1.9,120.0,0.027000000000000003,0.011,0.1,0.061,3.8e-05,32,39,25,5,9,8,12,https://www.trulia.com/c/ca/p/ga/alpharetta/160-wills-ln-alpharetta-ga-30009--2029245364,4043442047.0,13.0,121.0,11611.0,2003.0,131210116112003.0,Block 2003,G5040,U,3817.0,U,S,791034.0,2658.0,34.06841729999999,-84.3183499
4070 Bowie Court,Clarkston,GA,30021.0,"$1,700 ",,219.0,Single-Family Home,,,3.0,3.0,2.0,2.0,57.0,3.0,86.0,,,,1.0,3.0,1.0,4.0,1.0,4.0,88.0,12.0,0.0,1.0,26.0,3.0,7.0,2.0,16.0,1.0,20.0,3.0,33.813334000000005,-84.222021,4,15704,3.14,10.0,35.4,1.26,54,2.4,660.0,0.07400000000000001,0.01,0.95,0.093,0.0,69,83,55,13,21,8,8,https://www.trulia.com/c/ca/p/ga/clarkston/4070-bowie-ct-clarkston-ga-30021--1008784091,4037870165.0,13.0,89.0,22004.0,1004.0,130890220041004.0,Block 1004,G5040,U,3817.0,U,S,78180.0,0.0,33.813652600000005,-84.2231558
82 Caldwell Road,Lawrenceville,GA,30046.0,"$1,425 ",,16.0,Single-Family Home,"2,398",,3.0,3.0,2.0,2.0,99.0,81.0,348.0,,,,1.0,8.0,0.0,0.0,1.0,5.0,97.0,2.0,0.0,0.0,6.0,3.0,2.0,1.0,8.0,2.0,7.0,3.0,33.963057,-83.960999,4,10438,3.14,9.69,36.3,0.883,48,1.8,76.0,0.034,0.0082,1.0,0.047,3.7000000000000006e-06,59,71,47,6,19,9,5,https://www.trulia.com/c/ca/p/ga/lawrenceville/82-caldwell-rd-lawrenceville-ga-30046--1008616911,4047487734.0,13.0,135.0,50545.0,3033.0,131350505453033.0,Block 3033,G5040,U,3817.0,U,S,59232.0,0.0,33.9630286,-83.9619066
754 Shore Drive,Lithonia,GA,30058.0,"$1,095 ",,4.0,Single-Family Home,"1,396",,3.0,3.0,2.0,2.0,241.0,15.0,502.0,,,,1.0,2.0,1.0,4.0,1.0,4.0,92.0,7.0,0.0,0.0,17.0,2.0,0.0,1.0,3.0,1.0,8.0,0.0,33.774186,-84.101607,4,9587,3.14,9.85,35.7,0.9,51,2.0,70.0,0.0071,0.0089,0.26,0.046,0.0023,60,96,23,1,10,4,7,https://www.trulia.com/c/ca/p/ga/lithonia/754-shore-dr-lithonia-ga-30058--1005745340,4048828473.0,13.0,89.0,23316.0,2001.0,130890233162001.0,Block 2001,G5040,U,3817.0,U,S,943441.0,87030.0,33.771443,-84.0973185
2932 Tiffany Drive Southwest,Marietta,GA,30008.0,"$1,300 ",1969.0,7.0,Single-Family Home,"1,273",,3.0,3.0,2.0,2.0,,29.0,130.0,,45.0,,1.0,4.0,1.0,5.0,1.0,3.0,94.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,14.0,1.0,33.881427,-84.614976,4,10142,3.14,9.93,35.1,0.835,50,2.0,89.0,0.014,0.016,0.12,0.032,0.0003,53,65,41,3,17,8,12,https://www.trulia.com/c/ca/p/ga/marietta/2932-tiffany-dr-sw-marietta-ga-30008--2091705370,4048677017.0,13.0,67.0,31405.0,1012.0,130670314051012.0,Block 1012,G5040,U,3817.0,U,S,25127.0,0.0,33.8821622,-84.61522099999998
4255 Smoke Creek Parkway #D008,Snellville,GA,30039.0,"$1,250 ",,24.0,Multi-Family,"1,152",,3.0,3.0,2.0,2.0,65.0,56.0,157.0,,,,1.0,5.0,1.0,6.0,1.0,3.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,33.776451,-84.054,4,4553,3.14,9.8,35.8,0.8140000000000001,49,1.9,120.0,0.024,0.0086,0.12,0.041,0.0065,56,72,40,4,6,6,7,https://www.trulia.com/c/ca/p/ga/snellville/4255-smoke-creek-pkwy-d008-snellville-ga-30039--2346368057,4042917754.0,13.0,135.0,50709.0,2010.0,131350507092010.0,Block 2010,G5040,U,3817.0,U,S,1869074.0,20681.0,33.7809343,-84.05328259999997
2225 Pair Road Southwest,Marietta,GA,30008.0,"$1,350 ",,19.0,Single-Family Home,"1,300",,3.0,3.0,2.0,2.0,,28.0,128.0,,44.0,,1.0,4.0,1.0,5.0,1.0,3.0,94.0,3.0,0.0,0.0,9.0,1.0,1.0,2.0,6.0,0.0,29.0,2.0,33.880025,-84.618539,4,10258,3.14,9.93,35.1,0.8340000000000001,50,2.0,110.0,0.012,0.016,0.12,0.032,0.00029,54,66,42,3,17,8,11,https://www.trulia.com/c/ca/p/ga/marietta/2225-pair-rd-sw-marietta-ga-30008--1071948406,4048985446.0,13.0,67.0,31405.0,3001.0,130670314053001.0,Block 3001,G5040,U,3817.0,U,S,956253.0,0.0,33.8739557,-84.6200363
5452 Covent Way,Lithonia,GA,30058.0,"$1,145 ",1979.0,7.0,Single-Family Home,"1,227",,3.0,3.0,2.0,2.0,241.0,15.0,502.0,,,,1.0,2.0,1.0,4.0,1.0,3.0,92.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,10.0,2.0,7.0,2.0,33.737514000000004,-84.16685,4,10020,3.14,9.88,35.3,1.06,53,2.3,8.1,0.016,0.0094,0.34,0.059,0.0017,66,96,35,0,7,6,11,https://www.trulia.com/c/ca/p/ga/lithonia/5452-covent-way-lithonia-ga-30058--1031441870,4048684253.0,13.0,89.0,23314.0,3009.0,130890233143009.0,Block 3009,G5040,U,3817.0,U,S,160068.0,0.0,33.7362588,-84.16674609999998
75 Heatherstone Way,Covington,GA,30016.0,"$1,100 ",,25.0,Single-Family Home,"1,486",,3.0,3.0,2.0,2.0,,,6.0,,169.0,,1.0,5.0,1.0,4.0,1.0,4.0,99.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.42217,-83.857472,4,984,3.14,9.74,36.1,0.478,46,1.7,2.9,0.13,0.014,0.085,0.021,0.0039,37,20,53,0,19,11,14,https://www.trulia.com/c/ca/p/ga/covington/75-heatherstone-way-covington-ga-30016--1005927918,4011593848.0,13.0,217.0,100800.0,1035.0,132171008001035.0,Block 1035,G5040,R,,,S,2413783.0,8106.0,33.424818800000004,-83.86066729999997
45 Nicole Court,Covington,GA,30016.0,"$1,145 ",1999.0,25.0,Single-Family Home,,,3.0,3.0,2.0,2.0,,,6.0,,169.0,,1.0,6.0,1.0,4.0,1.0,4.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.527735,-83.990635,4,1725,3.14,9.75,35.8,0.625,48,2.0,2.6,0.026,0.011,0.076,0.03,0.0018,38,34,42,0,20,9,12,https://www.trulia.com/c/ca/p/ga/covington/45-nicole-ct-covington-ga-30016--1004094077,4047839313.0,13.0,217.0,100901.0,2011.0,132171009012011.0,Block 2011,G5040,U,3817.0,U,S,227228.0,0.0,33.528331800000004,-83.9908113
1700 Pilgrim Road,Cumming,GA,30040.0,"$1,700 ",,22.0,Single-Family Home,"2,090",,3.0,3.0,2.0,2.0,14.0,990.0,136.0,,,,1.0,5.0,1.0,7.0,1.0,8.0,98.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,2.0,4.0,10.0,34.231386,-84.115758,4,2689,3.14,9.4,36.3,0.583,41,1.3,290.0,0.016,0.0091,1.3,0.033,0.00022,20,20,19,6,12,6,10,https://www.trulia.com/c/ca/p/ga/cumming/1700-pilgrim-rd-cumming-ga-30040--2029441840,4048136125.0,13.0,117.0,130409.0,2026.0,131171304092026.0,Block 2026,G5040,U,3817.0,U,S,522681.0,16486.0,34.2311795,-84.1100395
5883 Old Wellborn Trace,Lithonia,GA,30058.0,"$1,195 ",,3.0,Single-Family Home,"1,444",,3.0,3.0,2.0,2.0,241.0,15.0,502.0,,,,1.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,33.722417,-84.148696,4,15721,3.14,9.86,35.3,1.25,54,2.4,170.0,0.029,0.0091,0.81,0.056,0.0027,73,98,48,1,8,6,6,https://www.trulia.com/c/ca/p/ga/lithonia/5883-old-wellborn-trce-lithonia-ga-30058--1044908196,4037514754.0,13.0,89.0,23309.0,1002.0,130890233091002.0,Block 1002,G5040,U,3817.0,U,S,367133.0,2135.0,33.7194845,-84.1433473
3211 Avensong Village Circle #1,Alpharetta,GA,30004.0,"$1,650 ",1995.0,31.0,Multi-Family,"1,432",,3.0,3.0,2.0,2.0,8.0,114.0,78.0,,,,1.0,8.0,1.0,8.0,1.0,9.0,98.0,1.0,0.0,0.0,27.0,4.0,1.0,3.0,26.0,2.0,26.0,16.0,34.106386,-84.263152,4,13320,3.14,9.71,36.4,0.981,48,1.8,300.0,0.024,0.011,0.26,0.059,7.8e-05,35,50,20,4,4,10,7,https://www.trulia.com/c/ca/p/ga/alpharetta/3211-avensong-village-cir-1-alpharetta-ga-30004--2354821200,3223437021.0,13.0,121.0,11614.0,1020.0,131210116141020.0,Block 1020,G5040,U,3817.0,U,S,60109.0,0.0,34.10485560000001,-84.2624625
400 South Preston Trail,Alpharetta,GA,30022.0,"$1,820 ",,21.0,Single-Family Home,"1,603",,3.0,3.0,2.0,2.0,96.0,88.0,374.0,,,,1.0,8.0,1.0,9.0,1.0,9.0,98.0,1.0,0.0,0.0,22.0,4.0,4.0,3.0,27.0,2.0,23.0,20.0,34.021817,-84.258643,4,9762,3.14,9.89,36.2,0.972,50,1.9,16.0,0.0035,0.011,0.31,0.11,0.00024,18,30,6,3,2,7,10,https://www.trulia.com/c/ca/p/ga/alpharetta/400-s-preston-trl-alpharetta-ga-30022--1073109744,4009714587.0,13.0,121.0,11424.0,1001.0,131210114241001.0,Block 1001,G5040,U,3817.0,U,S,2366619.0,2371.0,34.0128968,-84.257993
4255 Smoke Creek Parkway #C033,Snellville,GA,30039.0,$909 ,,1.0,Multi-Family,"1,120",,3.0,3.0,2.0,2.0,65.0,56.0,157.0,,,,1.0,5.0,1.0,6.0,1.0,3.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,33.776451,-84.054,4,4553,3.14,9.8,35.8,0.8140000000000001,49,1.9,120.0,0.024,0.0086,0.12,0.041,0.0065,56,72,40,4,6,6,7,https://www.trulia.com/c/ca/p/ga/snellville/4255-smoke-creek-pkwy-c033-snellville-ga-30039--2177017013,4048999809.0,13.0,135.0,50709.0,2010.0,131350507092010.0,Block 2010,G5040,U,3817.0,U,S,1869074.0,20681.0,33.7809343,-84.05328259999997
930 Winthrope Chase Court,Alpharetta,GA,30009.0,"$1,795 ",,28.0,Single-Family Home,"1,530",,3.0,3.0,2.0,2.0,8.0,11.0,24.0,,,,1.0,6.0,1.0,8.0,1.0,9.0,99.0,0.0,0.0,0.0,70.0,2.0,10.0,8.0,54.0,3.0,60.0,23.0,34.090052,-84.28955,4,8354,3.14,9.72,36.4,0.924,48,1.8,370.0,0.019,0.011,0.17,0.06,6.3e-05,25,38,12,3,2,10,10,https://www.trulia.com/c/ca/p/ga/alpharetta/930-winthrope-chase-ct-alpharetta-ga-30009--1002255874,4037728294.0,13.0,121.0,11614.0,3048.0,131210116143048.0,Block 3048,G5040,U,3817.0,U,S,56192.0,0.0,34.090560499999995,-84.2924105
120 York Road Southwest,Marietta,GA,30008.0,"$1,029 ",,15.0,Single-Family Home,"1,152",,3.0,3.0,2.0,2.0,,28.0,128.0,,44.0,,1.0,5.0,1.0,5.0,1.0,3.0,94.0,3.0,0.0,0.0,13.0,2.0,0.0,2.0,14.0,3.0,12.0,6.0,33.90693,-84.599875,4,7177,3.14,9.97,35.3,0.853,49,1.9,63.0,0.024,0.016,0.11,0.034,0.00029,54,67,41,3,12,6,8,https://www.trulia.com/c/ca/p/ga/marietta/120-york-rd-sw-marietta-ga-30008--1070778758,4048413137.0,13.0,67.0,30905.0,3002.0,130670309053002.0,Block 3002,G5040,U,3817.0,U,S,1183715.0,0.0,33.8984905,-84.5948473
6124 Dana Court,Lithonia,GA,30058.0,"$1,125 ",,78.0,Single-Family Home,"1,400",,3.0,3.0,2.0,2.0,241.0,15.0,502.0,,,,1.0,2.0,1.0,2.0,1.0,3.0,92.0,7.0,0.0,0.0,18.0,1.0,1.0,0.0,7.0,0.0,14.0,2.0,33.72341,-84.138962,4,16256,3.14,9.86,35.3,1.23,54,2.4,98.0,0.033,0.0091,0.99,0.054000000000000006,0.00031,74,98,51,2,9,7,5,https://www.trulia.com/c/ca/p/ga/lithonia/6124-dana-ct-lithonia-ga-30058--1004318509,4045198780.0,13.0,89.0,23309.0,3023.0,130890233093023.0,Block 3023,G5040,U,3817.0,U,S,296567.0,23557.0,33.7225597,-84.13494720000001
6115 Lynxs Circle Southwest,Covington,GA,30014.0,"$1,025 ",,7.0,Single-Family Home,"1,125",,3.0,3.0,2.0,2.0,112.0,145.0,320.0,,,,1.0,4.0,1.0,5.0,1.0,7.0,99.0,0.0,0.0,0.0,15.0,1.0,2.0,2.0,27.0,0.0,18.0,1.0,33.586254,-83.87077099999998,4,4885,3.14,9.77,36.0,0.8370000000000001,49,1.8,140.0,0.23,0.011,1.4,0.023,0.0021,59,65,53,2,24,4,14,https://www.trulia.com/c/ca/p/ga/covington/6115-lynxs-cir-sw-covington-ga-30014--1073975403,4048684251.0,13.0,217.0,100700.0,2015.0,132171007002015.0,Block 2015,G5040,U,3817.0,U,S,8716.0,0.0,33.5864134,-83.87029179999998
2865 Leisure Springs Circle,Decatur,GA,30034.0,"$1,050 ",,11.0,Single-Family Home,"1,386",,3.0,3.0,2.0,2.0,334.0,30.0,403.0,,,,1.0,3.0,1.0,3.0,1.0,5.0,90.0,10.0,0.0,0.0,11.0,1.0,4.0,2.0,2.0,3.0,7.0,4.0,33.703694,-84.23066,4,6562,3.14,9.89,34.8,1.53,55,2.9,2300.0,0.14,0.0098,0.25,0.1,0.017,65,97,32,2,7,5,16,https://www.trulia.com/c/ca/p/ga/decatur/2865-leisure-springs-cir-decatur-ga-30034--1045696959,4047070689.0,13.0,89.0,23412.0,3022.0,130890234123022.0,Block 3022,G5040,U,3817.0,U,S,64775.0,0.0,33.704303,-84.23101199999998
4660 Hamptons Drive,Alpharetta,GA,30004.0,"$2,100 ",1994.0,42.0,Single-Family Home,"3,325",,3.0,3.0,2.0,2.0,8.0,114.0,78.0,,,,1.0,7.0,1.0,8.0,1.0,8.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,34.209859,-84.257277,4,1531,3.14,9.45,36.4,0.612,44,1.5,56.0,0.078,0.01,0.11,0.036000000000000004,8.2e-06,18,16,20,2,5,13,13,https://www.trulia.com/c/ca/p/ga/alpharetta/4660-hamptons-dr-alpharetta-ga-30004--2029228319,4008787354.0,13.0,117.0,130305.0,1007.0,131171303051007.0,Block 1007,G5040,U,3817.0,U,S,61270.0,0.0,34.2097865,-84.2556501
6276 Cathedral Lane,Lithonia,GA,30038.0,"$1,095 ",1982.0,1.0,Single-Family Home,"1,340",,3.0,3.0,2.0,2.0,61.0,1.0,56.0,,,,1.0,3.0,1.0,3.0,1.0,3.0,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.642842,-84.134781,4,5518,3.14,9.83,35.3,0.982,49,2.2,0.21,0.073,0.0094,1.1,0.056,0.058,70,98,41,0,4,9,5,https://www.trulia.com/c/ca/p/ga/lithonia/6276-cathedral-ln-lithonia-ga-30038--1042417208,4007810268.0,13.0,89.0,23418.0,4007.0,130890234184007.0,Block 4007,G5040,U,3817.0,U,S,1583942.0,0.0,33.6380615,-84.13843259999999
4827 Oakwood Court,Loganville,GA,30052.0,"$1,300 ",1991.0,19.0,Single-Family Home,"1,352",,3.0,3.0,2.0,2.0,17.0,7.0,30.0,,,,1.0,6.0,1.0,7.0,1.0,7.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.78915,-83.895364,4,1463,3.14,9.73,36.1,0.769,48,1.8,0.28,0.0,0.0087,0.07200000000000001,0.03,0.0,15,12,18,0,16,2,13,https://www.trulia.com/c/ca/p/ga/loganville/4827-oakwood-ct-loganville-ga-30052--2029565999,4038764429.0,13.0,297.0,110507.0,2000.0,132971105072000.0,Block 2000,G5040,U,3817.0,U,S,1874296.0,8086.0,33.7967713,-83.8951283
3808 Willow Wood Way,Lawrenceville,GA,30044.0,"$1,250 ",,9.0,Multi-Family,"1,576",,3.0,3.0,2.0,2.0,71.0,29.0,126.0,,,,1.0,5.0,1.0,5.0,1.0,4.0,97.0,2.0,0.0,0.0,63.0,5.0,7.0,5.0,38.0,1.0,24.0,11.0,33.933284,-84.125837,4,13305,3.14,9.86,36.1,1.33,55,2.3,310.0,6.9e-05,0.0094,0.92,0.15,0.0006,71,84,59,14,20,8,4,https://www.trulia.com/c/ca/p/ga/lawrenceville/3808-willow-wood-way-lawrenceville-ga-30044--1073017626,4048622255.0,13.0,135.0,50526.0,1009.0,131350505261009.0,Block 1009,G5040,U,3817.0,U,S,84048.0,0.0,33.9320765,-84.124711
3170 Haynes Park Drive,Lithonia,GA,30038.0,"$1,200 ",2015.0,1.0,,"1,390",,3.0,3.0,2.0,2.0,61.0,1.0,56.0,,,,1.0,3.0,1.0,2.0,1.0,3.0,95.0,5.0,0.0,0.0,27.0,2.0,6.0,1.0,34.0,0.0,19.0,3.0,33.690828,-84.076392,4,1905,3.14,9.82,35.4,0.967,49,2.1,590.0,0.099,0.0091,0.3,0.046,0.0021,71,90,51,0,9,10,6,https://www.trulia.com/c/ca/p/ga/lithonia/3170-haynes-park-dr-lithonia-ga-30038--2029416051,4049000717.0,13.0,89.0,23418.0,1009.0,130890234181009.0,Block 1009,G5040,U,3817.0,U,S,736760.0,0.0,33.6940019,-84.08222640000002
20 Kendall Lane,Covington,GA,30014.0,"$1,275 ",,3.0,Single-Family Home,"1,501",,3.0,3.0,2.0,2.0,112.0,145.0,320.0,,,,1.0,5.0,1.0,4.0,1.0,4.0,99.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.413861,-83.849817,4,1275,3.14,9.74,36.1,0.471,46,1.7,2.7,0.13,0.014,0.085,0.021,0.0036,36,19,52,0,19,10,14,https://www.trulia.com/c/ca/p/ga/covington/20-kendall-ln-covington-ga-30014--1002649366,4037515386.0,13.0,217.0,100800.0,1058.0,132171008001058.0,Block 1058,G5040,R,,,S,61881.0,0.0,33.4130948,-83.848837
130 Branchwood Drive,Covington,GA,30016.0,"$1,045 ",,4.0,Single-Family Home,"1,322",,3.0,3.0,2.0,2.0,,,6.0,,169.0,,1.0,4.0,1.0,4.0,1.0,4.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.554421000000005,-83.960465,4,2835,3.14,9.76,35.8,0.919,49,2.1,4.1,0.067,0.011,0.096,0.028,0.00015,46,51,42,2,16,5,10,https://www.trulia.com/c/ca/p/ga/covington/130-branchwood-dr-covington-ga-30016--1007375258,4048830268.0,13.0,217.0,100902.0,1014.0,132171009021014.0,Block 1014,G5040,U,3817.0,U,S,370935.0,0.0,33.5515994,-83.95556440000001
3795 Rosemary Lane Southeast,Conyers,GA,30013.0,"$1,050 ",,26.0,Multi-Family,"1,300",,3.0,3.0,2.0,2.0,1.0,,1.0,,,,1.0,7.0,1.0,5.0,1.0,4.0,96.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,4.0,0.0,7.0,1.0,33.588824,-83.99812,4,3210,3.14,9.77,35.6,0.8420000000000001,49,2.1,0.5,0.0055,0.01,0.13,0.032,0.00058,45,58,33,5,10,3,13,https://www.trulia.com/c/ca/p/ga/conyers/3795-rosemary-ln-se-conyers-ga-30013--1001715822,4047924761.0,13.0,247.0,60406.0,1000.0,132470604061000.0,Block 1000,G5040,U,3817.0,U,S,2360548.0,41887.0,33.5843559,-84.00313050000003
2600 Falcon Ridge Drive,Grayson,GA,30017.0,"$1,350 ",1975.0,8.0,Single-Family Home,"1,702",,3.0,3.0,2.0,2.0,10.0,19.0,21.0,,,,1.0,8.0,1.0,8.0,1.0,8.0,99.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,6.0,0.0,16.0,5.0,33.863687,-83.983525,4,6790,3.14,9.76,36.1,0.912,50,1.9,480.0,0.023,0.0083,0.085,0.045,0.0,36,46,25,1,7,6,15,https://www.trulia.com/c/ca/p/ga/grayson/2600-falcon-ridge-dr-grayson-ga-30017--2029291045,4009729883.0,13.0,135.0,50721.0,3002.0,131350507213002.0,Block 3002,G5040,U,3817.0,U,S,61822.0,0.0,33.8648624,-83.98349300000002
4531 Newcastle Circle,Lithonia,GA,30038.0,"$1,265 ",1974.0,24.0,Single-Family Home,"1,764",,3.0,3.0,2.0,2.0,61.0,1.0,56.0,,,,1.0,2.0,1.0,3.0,1.0,3.0,95.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,33.675348,-84.20403,4,7995,3.14,9.85,34.9,1.18,53,2.5,68.0,0.025,0.0094,0.54,0.08800000000000001,0.059,64,99,29,0,8,4,12,https://www.trulia.com/c/ca/p/ga/lithonia/4531-newcastle-cir-lithonia-ga-30038--2029420299,4047991833.0,13.0,89.0,23426.0,1013.0,130890234261013.0,Block 1013,G5040,U,3817.0,U,S,53917.0,0.0,33.6746837,-84.202101
3269 Dublin Drive,Decatur,GA,30032.0,"$1,100 ",1963.0,4.0,Single-Family Home,"1,254",,3.0,3.0,2.0,2.0,339.0,62.0,301.0,,,,1.0,2.0,1.0,3.0,1.0,3.0,84.0,15.0,0.0,0.0,8.0,1.0,2.0,0.0,5.0,2.0,6.0,2.0,33.724685,-84.256152,4,10709,3.14,9.93,34.8,1.37,55,2.8,1500.0,0.35,0.01,0.15,0.11,0.0017,76,94,60,0,19,7,18,https://www.trulia.com/c/ca/p/ga/decatur/3269-dublin-dr-decatur-ga-30032--1002791334,3066643355.0,13.0,89.0,23505.0,1009.0,130890235051009.0,Block 1009,G5040,U,3817.0,U,S,51678.0,0.0,33.724473,-84.25493759999998
2995 Cordite Loop,Snellville,GA,30039.0,"$1,345 ",,18.0,Single-Family Home,"1,350",,3.0,3.0,2.0,2.0,65.0,56.0,157.0,,,,1.0,5.0,1.0,6.0,1.0,3.0,98.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,9.0,0.0,9.0,3.0,33.82809,-84.04422,4,10008,3.14,9.81,36.0,1.03,52,2.1,250.0,0.027000000000000003,0.0087,0.081,0.049,0.0013,55,73,38,6,12,7,7,https://www.trulia.com/c/ca/p/ga/snellville/2995-cordite-loop-snellville-ga-30039--1007708511,4045183899.0,13.0,135.0,50725.0,2009.0,131350507252009.0,Block 2009,G5040,U,3817.0,U,S,539906.0,0.0,33.826738,-84.0428392
1222 Mary Dale Drive Southwest,Lilburn,GA,30047.0,"$1,400 ",1969.0,17.0,Single-Family Home,,,3.0,3.0,2.0,2.0,64.0,40.0,179.0,,,,1.0,7.0,1.0,8.0,1.0,8.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,33.850997,-84.111526,4,6801,3.14,9.87,35.9,0.952,52,2.1,18.0,0.014,0.0092,0.13,0.068,0.0037,29,36,21,2,7,5,14,https://www.trulia.com/c/ca/p/ga/lilburn/1222-mary-dale-dr-sw-lilburn-ga-30047--2091741349,4048347259.0,13.0,135.0,50429.0,2003.0,131350504292003.0,Block 2003,G5040,U,3817.0,U,S,34309.0,0.0,33.8512022,-84.11077309999997
6111 Lynxs Circle Southwest,Covington,GA,30014.0,"$1,245 ",,24.0,Single-Family Home,"1,816",,3.0,3.0,2.0,2.0,112.0,145.0,320.0,,,,1.0,4.0,1.0,5.0,1.0,7.0,99.0,0.0,0.0,0.0,15.0,1.0,2.0,2.0,28.0,0.0,19.0,1.0,33.586551,-83.87078100000002,4,4766,3.14,9.77,36.0,0.8370000000000001,49,1.8,140.0,0.23,0.011,1.4,0.023,0.0021,59,65,52,3,24,4,14,https://www.trulia.com/c/ca/p/ga/covington/6111-lynxs-cir-sw-covington-ga-30014--1073974560,4048017121.0,13.0,217.0,100700.0,2015.0,132171007002015.0,Block 2015,G5040,U,3817.0,U,S,8716.0,0.0,33.5864134,-83.87029179999998
4255 Smoke Creek Parkway #A134,Snellville,GA,30039.0,$890 ,,16.0,Multi-Family,"1,232",,3.0,3.0,2.0,2.0,65.0,56.0,157.0,,,,1.0,5.0,1.0,6.0,1.0,3.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,33.776451,-84.054,4,4553,3.14,9.8,35.8,0.8140000000000001,49,1.9,120.0,0.024,0.0086,0.12,0.041,0.0065,56,72,40,4,6,6,7,https://www.trulia.com/c/ca/p/ga/snellville/4255-smoke-creek-pkwy-a134-snellville-ga-30039--2180767675,4045624487.0,13.0,135.0,50709.0,2010.0,131350507092010.0,Block 2010,G5040,U,3817.0,U,S,1869074.0,20681.0,33.7809343,-84.05328259999997
227 Cambridge Drive,Loganville,GA,30052.0,"$1,245 ",1997.0,123.0,Single-Family Home,,,3.0,3.0,2.0,2.0,17.0,7.0,30.0,,,,1.0,5.0,1.0,7.0,1.0,6.0,99.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,33.74505,-83.86150699999997,4,1584,3.14,9.73,36.0,0.647,47,1.6,16.0,0.014,0.0091,0.094,0.026,0.0,21,10,32,0,17,7,11,https://www.trulia.com/c/ca/p/ga/loganville/227-cambridge-dr-loganville-ga-30052--1007855183,4042562625.0,13.0,297.0,110603.0,2029.0,132971106032029.0,Block 2029,G5040,U,3817.0,U,S,995605.0,7894.0,33.7440366,-83.86032990000002
